Index,Summary
2961,"B2B telemarketer needed.  Monday-Thursday 8:30am-4:30pm, Friday 8:30am-12:30pm.  50-75 calls daily. Fluent German, excellent customer service skills required.  Sales experience preferred but not essential."
2962,"B2B telemarketer needed.  Make 50-75 calls daily.  Excellent customer service and Italian fluency required.  Sales experience preferred, but not essential.  Reliable, punctual, and adaptable."
2963,"B2B telemarketer needed (Mon-Thurs 8:30am-4:30pm, Fri 8:30am-12:30pm).  50-75 calls daily.  Fluent French essential;  sales experience preferred.  Excellent customer service and organizational skills required."
2964,"B2B telemarketer needed (Mon-Thurs 8:30am-4:30pm, Fri 8:30am-12:30pm).  50-75 calls daily.  Fluent Spanish, excellent customer service, and a ""can-do"" attitude required.  B2B/sales experience a plus."
2965,"French-speaking business development executive needed.  IT sales background preferred.  Excellent communication and objection handling skills essential. £10-12/hr (temp-perm), £28,000+ commission potential.  40 hours/week, hybrid working."
2966,"Italian and French speaking sales executive needed.  IT sales background preferred.  £10-12/hr (temp-perm), £28,000+ commission.  Lead generation, account management, objection handling.  Hybrid working."
2967,"Telemarketer needed in England.  Fluent Danish required.  Appointment setting, data cleansing, lead generation.  Temp-to-perm, £10/hour, 8:30 am - 4:30 pm, Monday-Friday."
2968,"Telemarketer needed, fluent in Swedish.  Makes appointments, cleanses data, generates leads.  Temp-to-perm, £10/hour, 8:30 am-4:30 pm, Monday-Friday."
2969,"Swedish/Danish-speaking telemarketers needed.  Excellent customer service and sales skills required.  Remote work, Monday-Friday (flexible hours).  Lead generation and appointment booking. Strong IT skills."
2970,"Remote telemarketers needed.  Excellent customer service and sales skills required.  Book appointments from leads, pass to sales team.  Strong IT skills. Monday-Thursday 8:30am-4:30pm, Friday until 3:35pm."
2971,"IT telesales position. £10.50-£12/hour.  Requires 6+ months outbound calling experience, lead generation, and strong communication skills.  Full-time, Monday-Friday.  Temp-to-perm opportunity."
2972,"Telemarketer needed.  Requires GCSE grade C/4 or above in Maths & English.  Prior contact management/sales experience preferred, but training provided.  Proactive, target-driven, excellent communicator.  Microsoft Office skills needed."
2973,"Native Swedish speaker telemarketer needed in Barcelona.  B2B experience required.  Outbound calls, product promotion, sales support.  Fluent English, Spanish a plus. Permanent contract, competitive salary & benefits."
2974,"German-speaking telemarketer needed for B2B sales.  Responsibilities include cold calling, appointment setting, and lead generation.  Requires IT sales experience, fluency in German and English, and strong communication skills.  £11.50-£12.50/hour + bonus."
2975,"Telemarketer needed (6+ months contract).  Outbound calls to gather customer brand image information.  Fluent Dutch (native), English required. B2B experience preferred. PC literate."
2976,"Outbound telemarketer needed (6-12 months contract).  Native German & English fluency required.  B2B experience preferred but not mandatory.  Collects customer information, analyzes activities, schedules sales meetings. PC literate."
2977,"French-speaking telemarketer needed for a 12-month contract.  Outbound calls to gather customer information on brand image.  B2B experience preferred, fluency in English required. PC literate."
2978,"Telemarketer needed (Hungarian native speaker, English fluent).  Outbound calls to gather customer brand image feedback.  B2B experience preferred, but fresh graduates considered. 6-month minimum commitment.  PC literate."
2979,"Outbound telemarketing position requiring native Dutch and English fluency.  Minimum 6-month commitment.  B2B experience preferred, but fresh graduates considered.  Collects customer information and schedules sales meetings."
2980,"Telemarketer needed (Polish native speaker, English fluent).  B2B experience preferred but not required.  Gather customer information via phone calls, analyze activities, schedule meetings. Temporary position until end of February 2022."
2981,Outbound sales calls to generate leads and appointments for business clients.  Requires strong communication and sales skills.
2982,Generate leads and make sales calls to potential clients.  Requires strong communication and sales skills.  Telemarketing position.
2983,"Telesales representative needed.  Inbound/outbound calls to recruit host families.  Data entry, record keeping, and marketing events.  Prior sales experience preferred."
2984,"Four telemarketers needed.  Generate appointments via phone, database, events, and canvassing in London.  Requires sales experience, excellent communication, and ability to handle pressure."
2985,"Telemarketers needed for IT lead generation.  Requires cold calling, CRM updates, and communication with IT providers.  Target-driven environment; B2B/B2C experience preferred.  Multilingual skills a plus."
2986,"Sell holiday packages via inbound/outbound calls, exceeding sales targets.  Manage bookings, client contacts, and follow company procedures.  Fluency in English required; additional languages preferred."
2987,"Lead generation champion needed for Exclusive Networks Netherlands.  Fluent Swedish & English essential.  Based in Eindhoven (remote possible).  Generate sales leads, manage relationships, provide phone support. 3-5 days/week."
2988,"Lead Generation Champion needed in Eindhoven, Netherlands (remote possible).  Fluent Norwegian, English required.  Generate sales leads, manage relationships, provide phone/email support.  3-5 days/week. Cybersecurity/cloud knowledge a plus."
2989,"Senior Telemarketer needed to manage telemarketing campaigns, achieve sales targets and KPIs.  Responsibilities include call monitoring, sales performance analysis, and identifying improvement areas."
2990,"Remote recruiter needed.  Conduct phone screenings, gather candidate information, use spreadsheets and recruiting software, manage Outlook, schedule interviews.  Full-time position with benefits and growth opportunities."
2991,"Full-time telemarketer needed.  Answer client calls, provide sales & purchase information, build relationships.  Salary: 3000 PLN + bonus (potential 7000 PLN).  Benefits include training, career path, medical package, & multisport card.  Excellent communication skills required."
2992,"Remote recruiter needed.  Conducting phone screenings, sourcing candidates, using spreadsheets and recruitment systems, managing emails, scheduling interviews.  Full-time employment offered."
2993,"Senior Telemarketer needed to conduct sales campaigns, meet sales targets and KPIs.  Responsibilities include call monitoring, sales performance analysis, identifying and resolving performance gaps."
2994,"Senior Telemarketer needed to conduct sales campaigns, meet KPIs, monitor sales performance, analyze results, provide feedback, and identify improvement areas."
2995,"Senior Telemarketer needed to manage outbound sales campaigns, analyze sales performance, provide feedback, and identify areas for improvement.  Achieving sales targets and KPIs is crucial."
2996,"Full-time telemarketer needed.  3000 PLN + bonus (potential 6500 PLN).  Inform clients about car sales/purchases. Build relationships.  Requires excellent communication skills and shift availability.  Benefits include training, medical package, and sports card."
2997,"Telemarketer for HVAC industry needed.  Full-time, 3000 PLN net + bonus.  Experience required.  Duties include script preparation, B2B calls, contact logging, and reporting.  Long-term contract opportunity with advancement potential."
2998,"Telemarketer needed for HVAC company.  B2B experience required.  Responsibilities include script preparation, lead generation, contact logging, and reporting.  Salary: 3000 PLN net + bonus.  Full-time, long-term position."
2999,"Shift Operations Technician needed.  Operate plant safely, ensure environmental compliance, conduct inspections, and collect data. Requires ONC/City & Guilds/NVQ Level 3 in relevant field, HSE knowledge, and communication skills."
3000,"Hamburg-based freelance Operations Technician needed.  Diagnoses, repairs, and maintains telecommunication networks (SONET, DWDM, fiber optics).  Experience with installation, testing, and troubleshooting required.  Attractive salary and benefits."
3001,"Operations Technician responsible for electrical safety, commissioning, and testing.  Manages permits, documents, and procedures.  Liaises with contractors and control system providers.  Ensures compliance with safety regulations and project specifications."
3002,"Shift Operations Technician needed for heavy process environment (power generation, chemical, refinery).  Operate & monitor plant equipment (boilers, turbines, pumps) via SCADA. Perform basic maintenance, report defects.  Health & safety focused. 12-hour shifts. Relevant engineering qualifications preferred."
3003,"Operations Technician needed.  Install, monitor, and troubleshoot network devices and systems.  Resolve hardware issues.  IT degree preferred, but strong interest and team experience considered.  Training provided.  Benefits include health insurance, mobile plan, and performance bonus."
3004,Biotechnology DSP operations technician needed. GLP/GMP experience preferred.  Strong communication and self-motivation essential.
3005,"Offshore Production Operations Technician needed.  Requires experience in hydrocarbon processing, plant operations, maintenance, and safety procedures.  Must possess relevant qualifications (e.g., SVQ Level 3/4) and medical certifications (e.g., BOSIET).  Responsibilities include monitoring, controlling, and reporting on production processes."
3006,"Operate plant equipment (steam boilers, turbines, etc.) ensuring safety and efficiency.  Experience in power generation (e.g., chemical, oil & gas) essential; boiler/turbine experience required.  PPM scheduling and repairs."
3007,"Shift Operations Technician needed for power generation.  Requires 4+ years' experience (power generation, EfW, biomass, or chemical industries; Royal Navy Marine Engineers considered).  Responsibilities include SCADA system operation, plant monitoring, HSE compliance, and technical supervision.  £35,000-£49,000 salary plus bonus and pension."
3008,"Cambridge/Peterborough-based technician/engineer needed.  NVQ or equivalent preferred.  Mechanical skills essential, some electrical training provided.  Planned maintenance, fault diagnosis, repairs, installations, and commissioning.  Teamwork and communication skills crucial."
3009,"Operate plant equipment (steam boilers, turbines, water/flue gas treatment, heat exchangers).  Requires experience in power generation (Oil & Gas, Petrochemical, etc.) with boiler/turbine expertise.  PPM scheduling and repair skills are needed."
3010,Engineering Operations Intern:  Improve equipment effectiveness and processes using LEAN methodologies.  Collaborate cross-functionally to complete projects on time.
3011,"Operations Technician needed for anaerobic digestion plant.  Responsibilities include plant operation, maintenance (electrical/mechanical), waste sorting, and health & safety.  Requires relevant engineering qualification, experience in related industry, and full UK driving license. Salary up to £33,000."
3012,"Senior IT technician needed with 5+ years' experience in Linux, networking (segmentation, routing, TCP/IP), monitoring platforms, and virtualized environments.  Strong English skills and experience with firewalls/VPNs in high-security settings required."
3013,"Operations Technician needed for landfill gas operations and maintenance.  Requires experience with reciprocating engines and BTEC equivalent qualification.  Responsibilities include preventative maintenance, record-keeping, and on-call support.  Monday-Friday, 8am-5pm, plus on-call rotation."
3014,"Operations Technician needed for landfill gas operations and maintenance.  Requires experience with reciprocating engines and control systems, BTEC equivalent qualification preferred.  On-call rotation.  Monday-Friday, 8am-5pm."
3015,"EMEA-based Operations Technician needed for live training events.  Responsibilities include on-site/remote technical support, AV/network setup and troubleshooting, incident response, and instructor assistance.  Network equipment installation and configuration skills required."
3016,"Operations Technician needed for event technical support.  Troubleshoot network/internet issues, provide incident response, collaborate with IT teams, assist instructors with technical needs, escalate issues, and maintain logs."
3017,"Hardware Operations Technician needed.  Manage wafer and material shipments, inventory, and storage.  Maintain internal systems, support lab supplies, and communicate with teams. Requires supply chain experience, MS Office skills, and attention to detail. College certificate/diploma in STEM field required."
3018,"GPhC registered Pharmacy Technician needed for Band 8a Aseptic Operations role.  Requires aseptic preparation experience, reporting skills, and line management abilities. Immediate start, agency assignment."
3019,"Senior Claims Operations Technician needed with 5+ years' experience in Lloyds claims.  Responsibilities include process improvement, regulatory reporting, data analysis, system support (Docosoft, ECF), and team coaching.  Strong analytical and communication skills required."
3020,"Senior Operations Technician responsible for offshore production, process, and utility systems.  Supervises work, ensures ISSOW compliance, conducts risk assessments, and maintains safety standards.  Requires relevant qualifications, experience, and strong communication/problem-solving skills."
3021,"Senior Operations Technician needed for offshore oil & gas operations.  Responsibilities include equipment operation, safety compliance, training, and continuous improvement. Requires relevant experience, certifications (e.g., OPITO), and strong communication skills."
3022,Remote video editor needed with 1.5+ years' experience in Adobe Premiere Pro/After Effects.  Create social media and marketing videos using copyright-safe content.  Collaboration with marketing team required.  Upper-Intermediate English.
3023,"Motion Designer & Video Editor needed.  Create engaging video content.  Skills in illustration, video editing, animation, and design preferred."
3024,"Remote Video Editor needed with 1.5+ years' experience in Adobe Premiere Pro/After Effects.  Create social media and marketing videos, collaborating with the marketing team.  Upper-intermediate English required.  Proven work/recommendations needed."
3025,"Social video editor needed with Premiere Pro & After Effects expertise.  Create engaging social media assets,  collaborate with teams, and meet tight deadlines.  Experience with Adobe Creative Suite and color grading essential."
3026,"Video Editor/Motion Designer needed.  Competitive salary, flexible work, bonus scheme, pension, share options, enhanced parental leave, extra holidays, and benefits offered."
3027,"Edit UGC and original video content for Snapchat, Instagram, and Facebook.  Subtitling required.  Strong Adobe Premiere & After Effects skills needed.  Experience with social media video editing and analytics essential. Remote position."
3028,"Senior Video Editor needed with 6+ years' experience in Premiere Pro, After Effects, and other editing software.  Responsibilities include creating high-quality video content, managing post-production workflows, and collaborating with clients and teams.  Strong client engagement and storytelling skills are essential."
3029,"Motion Designer & Video Editor needed.  Requires Adobe Premiere Pro/After Effects expertise, video editing skills, and fluent English/Spanish.  Experience in digital marketing preferred.  Portfolio required.  Madrid-based with benefits."
3030,"Edit videos for social media (YouTube, Facebook, etc.) using Adobe Premiere Pro & After Effects.  Subtitling, QC, and excellent storytelling skills required.  Meet deadlines and work accurately."
3031,"Remote Video Editor & Motion Graphic Designer needed.  Proficient in Adobe Creative Suite (Premiere, After Effects).  Edit social media content (Snap, YouTube, FB, IG), create graphics packages, and subtitle videos.  Excellent storytelling and grammar skills required."
3032,"Video Editor needed.  Fun startup offers flexible hours, quarterly bonuses, gym discounts, and stock options.  Impactful role."
3033,"Edit high-end stadium videos for live streams and in-stadium displays.  Requires 4+ years' experience in video editing and motion graphics (Adobe CC Suite).  Must be creative, collaborative, and deliver high-quality work under pressure.  Passion for sports and entertainment is essential."
3034,"Motion Designer & Video Editor needed.  Proficient in Adobe Premiere Pro & After Effects.  Experience with video editing, motion graphics, and social media platforms required.  Fluent in Spanish & English.  Madrid based, with benefits. Portfolio required."
3035,"Junior Video Editor for Snapchat, creating engaging vertical video content for youth audiences.  Requires 1+ years' experience in digital media, strong Adobe Creative Suite skills, and understanding of social media trends.  Must be a ""social native"" with excellent communication skills and ability to meet tight deadlines."
3036,"Video editor needed with 3-5 years' experience in Adobe Creative Suite (Premiere Pro, After Effects).  Must have strong video editing skills, create marketing videos, and possess excellent communication skills. Game industry experience preferred."
3037,"Video editor needed for game/entertainment industry.  3-5 years' experience with Adobe Creative Suite (Premiere Pro, After Effects) required.  Responsibilities include video editing, post-processing, and collaborating with marketing teams.  Strong communication and teamwork skills essential."
3038,"Korean-English bilingual video editor needed.  Edit social media videos (Facebook, Instagram, TikTok, YouTube) using Adobe Premiere Pro.  Strong communication & social media knowledge essential.  Experience with content creation, analytics, and copyright crucial."
3039,"Senior Video Editor fluent in Portuguese needed.  2-5 years experience editing social media videos (Facebook, Instagram, TikTok, etc.) using Adobe Premiere Pro.  Strong communication (English essential).  Analyze data, create engaging content, and collaborate with creators."
3040,"Live content video editor needed for 400+ events.  Requires 1+ years experience in Premiere Pro/FCPX and After Effects.  Responsibilities include editing, transcoding, graphics creation, and filming. International travel required."
3041,"Live content video editor needed with 1+ years experience in Premiere Pro/FCPX and After Effects.  Responsibilities include editing live/recorded video, creating graphics, transcoding, and managing media for 400+ events.  International travel required."
3042,"Senior Video Editor needed with 6+ years' experience in motion graphics, animation, and video editing using Adobe Creative Suite.  Lead video production, conceptualize campaigns, and manage external vendors.  Must have a strong portfolio and agency mindset."
3043,"Video Editor needed with 1.5 years experience in fashion/lifestyle.  Proficient in Adobe Creative Suite (Premiere Pro essential), with strong visual storytelling and communication skills.  Spanish mandatory, English/Catalan highly recommended."
3044,"Edit video content for Virgin Media News and Television, using Avid systems (Interplay, iNews, Media Central).  Requires 1+ year experience in television production,  strong problem-solving and teamwork skills, and ability to meet tight deadlines."
3045,"Video editor needed for long-form conference/speaker presentations.  Requires Adobe Creative Suite proficiency, chroma-keying experience, and excellent attention to detail.  Fast-paced environment; multi-project management skills essential."
3046,"Video editor needed for Snap Discover page.  Must have Adobe Premiere Pro & After Effects expertise, strong storytelling skills, and experience editing for Snap.  Graphic design and subtitling skills required.  Meets deadlines, maintains accuracy."
3047,"Video Editor/Photographer needed.  Proficient in Adobe Creative Suite (After Effects, Premiere Pro, Lightroom, Photoshop, Davinci Resolve).  Responsibilities include video/photo shooting, editing, motion graphics, and post-production."
3048,"Video Editor/Photographer needed.  Proficient in Adobe Creative Suite (After Effects, Premiere Pro, Lightroom, Photoshop, Davinci Resolve).  Responsibilities include video/photo shooting, editing, motion graphics, and post-production."
3049,"US-based Video Editor needed with 5+ years' experience in Premiere Pro, After Effects, Photoshop, and Illustrator.  Motion graphics skills a plus.  Creates videos for Better Collective websites, adhering to brand guidelines.  Team player with strong communication skills."
3050,"Video editing internship.  Requires skills in video design and editing.  Suitable for students in illustration, marketing, photography, or design fields."
3051,"Graphic Designer/Video Editor needed with 3+ years' experience in Adobe Creative Cloud (Premiere Pro, Photoshop, After Effects, InDesign, Illustrator).  Manage digital content creation, website design, and social media campaigns.  Excellent communication and problem-solving skills required."
3052,"Video editor needed for webinar operations.  Requires Adobe Premiere Pro, A/V equipment expertise, live streaming experience, and excellent communication skills.  Duties include editing recordings, technical support, and webinar operation."
3053,"Remote Video Editor & Motion Graphics Designer needed.  2+ years' experience with Adobe Creative Suite (Premiere Pro, After Effects, Photoshop).  German & English fluency required.  Create engaging video content for various social media platforms.  Strong storytelling and design skills essential."
3054,"Video editor needed with 3+ years' experience in Adobe Premiere & After Effects.  Responsibilities include post-production,  asset creation,  quality assurance, and archiving.  Strong organizational skills, teamwork, and adaptability required."
3055,"Video Editor & Producer needed with 5+ years experience in advertising video production and editing for social media.  Must be proficient in Premiere, have basic color correction/sound editing skills, and possess strong design knowledge (Photoshop, Illustrator).  Fluency in Spanish and English required."
3056,"Video editor needed with 2+ years' experience in Adobe CC (Premiere Pro, After Effects, Audition).  Responsibilities include creating diverse video content for TV, digital, and social media platforms, collaborating with the design team, and managing multiple projects."
3057,"Video Editor needed for social media (Snapchat, Instagram, Facebook).  Requires Adobe Premiere/After Effects, strong storytelling skills, and experience with UGC and Snap Shows.  Must meet deadlines and understand brand tone.  Knowledge of media law a plus."
3058,"Bilingual (Spanish/English) video editor needed.  Experience with social media video editing (Premiere Pro essential) and content creation across platforms (Facebook, Instagram, TikTok, YouTube).  Strong communication and analytical skills required."
3059,"Videographer/editor needed for social media campaigns (YouTube, TikTok, Instagram).  Requires expertise in Premiere Pro, DaVinci Resolve, After Effects, and  strong communication skills.  Remote position offers competitive salary, equity, and benefits."
3060,"Video editor needed for adverts, social media, and how-to videos.  Requires Premiere Pro, After Effects, and animation skills.  Organized, creative, and deadline-oriented team player sought."
3061,"Creates engaging video content, specializing in animation and motion graphics.  Develops creative ideas, scripts, storyboards, and pitches to clients.  Experienced in post-production and After Effects.  Highly creative and innovative."
3062,"Video editor needed for event content creation.  Responsibilities include video production, animation, motion graphics, client liaison, and managing external suppliers.  Proficiency in After Effects and Premiere required."
3063,"Junior Social Video Editor needed.  Edit videos for multiple social media platforms (Facebook, TikTok, etc.).  Requires Adobe Premiere Pro expertise, strong portfolio, and understanding of social media trends.  Benefits include pension, life assurance, and more."
3064,"Creates engaging video content (animation, motion graphics, film) for diverse projects.  Develops creative ideas, scripts, storyboards, and pitches to clients.  Requires After Effects skills and a highly creative approach."
3065,"Video editor with 3+ years' experience needed for gaming/esports company.  Requires Adobe Creative Suite proficiency (Premiere Pro, After Effects),  strong editing skills, and portfolio.  Creates video assets for TV and digital platforms.  Gaming/esports interest a plus."
3066,"Junior Video Editor needed.  Work from home/office.  Benefits include generous leave, pension, health plan, referral bonus, and more."
3067,"Senior ASIC Verification Engineer needed.  Requires MSc in technical field, SystemVerilog experience, test plan development, and strong communication skills. Responsibilities include test environment creation, test case development & debugging, and documentation."
3068,"Software Verification Engineer needed with 3+ years' experience in vehicle software development.  Requires skills in CAN/LIN/FlexRay/Ethernet, Matlab/Python/Simulink, Agile, and sensor integration (radar, camera, lidar).  C++ and test automation experience preferred.  M.Sc./B.Sc. in relevant field."
3069,"Software Verification Engineer needed with 3+ years' experience in safety-critical embedded real-time SW (RTCA/DO-178B).  Responsibilities include test case specification (Python/RTRT),  manual/automatic testing, code analysis (C, Ada95, Assembler), and report generation.  Excellent English required."
3070,"Software Verification Engineer needed for safety-critical aircraft SW development (RTCA/DO-178B).  3+ years' experience in SW application, C/Ada/Assembler programming, and test case creation (Python/RTRT).  Knowledge of microprocessor architecture and code analysis required."
3071,"Senior ASIC Verification Engineer needed.  SystemVerilog experience required.  Responsibilities include test environment development, test case creation and execution, and documentation.  MSc degree or equivalent needed."
3072,"Infineon seeks a Component Verification Engineer with electrical engineering degree and experience in mixed-signal IC verification.  Responsibilities include measurement setup, execution, and reporting.  LabVIEW proficiency is required; Matlab, Visual Basic, and C++ skills are a plus."
3073,"Lead Verification Engineer needed for energy storage systems.  Responsibilities include battery testing (functionality, performance, durability), problem-solving, developing test methods and requirements, and planning verification deliverables."
3074,"AMS Verification Engineer needed.  Proficient in Verilog, SystemVerilog, Verilog-AMS, and UVM.  Experience with Cadence/Mentor tools, self-checking tests, and automotive standards required.  Analog/digital circuit verification expertise essential."
3075,"Lead Verification Engineer needed for battery cell/module testing.  Responsibilities include software verification, performance/durability analysis, troubleshooting, test method development, and lab management."
3076,"Lead Verification Engineer needed for battery cell/module testing.  Responsibilities include software verification, performance/durability testing, problem-solving, test method development, and lab management."
3077,"Senior Digital Verification Engineer needed with 3+ years' experience in ASIC verification (SV/UVM), UVM/formal verification, and RTL design.  Expertise in security IP cores and cryptographic protocols required.  MSc/PhD in Electrical Engineering or Computer Science preferred."
3078,"Medical Physics Verification Engineer needed with 3+ years clinical/research radiotherapy experience.  Requires QA experience, Elekta product knowledge (Monaco, MOSAIQ, VersaHD preferred), programming skills, and strong analytical/communication abilities. Advanced degree required."
3079,"Senior Verification Engineer needed with 5-8 years' experience in safety-critical product testing.  Responsibilities include developing verification strategies, designing tests, and mentoring junior engineers. Requires expertise in GRR/MSA and advanced problem-solving skills."
3080,"Infineon seeks a Component Verification Engineer with experience in mixed-signal IC verification and advanced programming (LabVIEW, Matlab, C++).  Responsibilities include measurement setup, execution, and reporting.  Electrical engineering degree required. Automotive or magnetic sensor experience a plus."
3081,"Senior Verification Engineer needed.  Responsibilities include test case development, automation,  requirements support, and documentation for mechatronic systems (automotive/aerospace experience preferred).  Manage test planning and improve product quality."
3082,"Senior Verification Engineer needed for mechatronic systems (automotive/aerospace).  Responsibilities include test case development, automation, requirements support, and documentation.  Experience in various testing levels and formal processes required."
3083,"Digital Verification Engineer needed.  Requires SystemVerilog, UVM, and experience with verification tools (Modelsim, Xcelium, etc.).  Proficiency in scripting (C/C++, TCL, Python) and debugging essential.  Develop verification plans, testbenches, and coverage."
3084,"Senior Verification Engineer needed with UVM/OVM experience, SystemVerilog expertise, and AMBA protocol knowledge.  Responsibilities include tool development, training, and mentoring.  Strong communication and problem-solving skills required."
3085,"Experienced UVM Verification Engineer (7-15 years) needed.  Proficiency in UVM, SystemVerilog, constrained random verification, code coverage, and regression testing is required.  Develop verification infrastructure, testbenches, and functional tests."
3086,Lead Digital Verification Engineer needed with 10+ years UVM experience in Verilog/SystemVerilog.  Requires strong leadership skills and fluent English.  Define verification strategy and environment.
3087,"Experienced Digital Verification Engineer needed (5+ years).  Proficient in UVM, SystemVerilog, and verification methodologies.  Experience with mixed-signal designs, SerDes, and high-level protocols (e.g., PCIe) preferred.  Develops and executes verification plans."
3088,"Senior Verification Engineer needed with 5-8 years' experience in safety-critical product testing.  Responsibilities include developing verification strategies, designing tests, and mentoring junior engineers.  Requires expertise in test methodologies and analytical techniques (GRR, MSA)."
3089,"Verification Engineer needed for low-complexity system/hardware testing.  Develops and executes test strategies, analyzes data, prepares documentation (plans, reports), and performs root cause analysis. Requires BS in engineering/science and 2-5 years relevant experience."
3090,"Senior SoC Verification Engineer needed.  Requires experience in digital design/verification, SystemVerilog/UVM, object-oriented programming, and scripting languages (Perl/TCL/Python).  Embedded C, assembly, and Linux knowledge preferred."
3091,"System Verification Engineer needed.  Define E&E verification strategy, write test procedures, perform tests (MTE, SIL, HIL, vehicle), investigate issues using Hardware-in-the-Loop methodology. Optimize PE verification."
3092,"Infineon seeks a Component Verification Engineer with 5+ years' experience in measurement technology or product development.  Responsibilities include characterizing SMART Power devices, developing automated tests, and performing data analysis.  Proficiency in programming (Python, Matlab, etc.) is required."
3093,"Senior Cash Manager needed with 5+ years' experience in banking/cash management.  Responsibilities include process improvement, bank relationship management, account management, and ensuring compliance with payment policies.  Requires strong analytical and detail-oriented skills."
3094,"Bill to Cash Manager for EMEA/APAC.  8+ years' experience managing credit, collections, disputes, and guarantees.  Requires strong leadership, analytical, and customer service skills.  Master's degree in finance/accounting and CCE certification preferred.  Focus on process improvement and digital solutions."
3095,"Manage EMEA cash flow, forecasting, and liquidity.  Coordinate payments, bank reconciliations, and intercompany loans.  8-10 years Treasury experience (5+ in cash management) required.  Strong analytical and communication skills.  Lead global projects."
3096,"Senior Invoice-to-Cash Manager needed with 6+ years' experience in financial IT, SAP (FICO, SD), High Radius, and data management.  Strong stakeholder management and communication skills required.  FMCG company offers flexible work and benefits."
3097,"Manage global invoice-to-cash processes, team, and continuous improvement initiatives.  Requires strong leadership,  shared service experience, and  transformation program expertise.  CICM qualified with 5+ years PQE. Focus on cash flow, bad debt reduction, and stakeholder relations."
3098,"Assist global cash pool management, support subsidiaries with cash management issues, lead projects, handle treasury payments, and provide treasury team backup.  Participate in group finance projects."
3099,"Assists global cash pool management, supports subsidiaries with cash management issues, leads projects, makes treasury payments, and acts as treasury team backup.  Participates in group finance projects."
3100,"Finance Manager needed with 6+ years' experience in financial processes, people management, and stakeholder relations.  Responsibilities include process standardization, risk mitigation, and cross-functional collaboration across 3 countries.  Requires advanced English and Microsoft Office skills."
3101,"Corporate Cash Manager needed (6-9 months contract).  Requires 3-5 years' experience in liquidity management, forecasting, risk monitoring (interest rate, foreign currency), and KYC processes.  Excellent English & German, strong analytical skills, and SAP experience essential."
3102,"Primetals Group seeks a Cash Manager to handle daily cash management, optimize interest, and centralize treasury processes.  Requires a finance degree, strong communication, and proficiency in MS Office.  Will manage bank accounts, advise local entities, and work with internal/external partners."
3103,Product Cash Manager needed.  Ensure accurate legal name provided for system setup.
3104,"Lead cash management for three entities.  Forecast free cash flow, analyze deviations, and harmonize reporting processes.  Ensure compliance and timely reporting using SAP.  Requires strong analytical and problem-solving skills; minimum 4 days/week."
3105,"Interim Cash Manager needed in Zoetermeer.  Responsibilities include cash flow forecasting, reporting, and analysis; process harmonization; stakeholder alignment; and ensuring compliance.  Requires strong SAP & reporting skills (Oracle Essbase a plus). Minimum 4 days/week."
3106,"Treasury Dealer/Liquidity Specialist needed with 4+ years' experience in banking.  Manage liquidity, execute interbank trades (borrowing/lending, investments), and prepare reports.  Mifid II and EMIR knowledge required."
3107,"Treasury Dealer needed with 1+ year cash management experience.  Responsibilities include FX trading (360T), settlement, reporting, and project support.  Requires a 2:1 Finance degree and strong attention to detail."
3108,"Senior FX Dealer needed with RTO qualification and CySEC certificate.  Responsibilities include regulatory reporting (RTS28, RBSF, MiFID, etc.), trade monitoring, system adjustments, client query resolution, and risk management.  1+ year experience required."
3109,"Manage global automotive dealer network sales, achieving sales targets and customer satisfaction.  Lead a team, implement Wallbox standards, and develop cross-functional action plans.  7+ years' experience in automotive key account management or sales, preferably within dealer networks, with EV ecosystem knowledge.  Strong communication and leadership skills required."
3110,"Senior Dealer managing fixed-income portfolios, derivatives, and money market instruments.  Requires strong analytical, communication, and Microsoft Office skills; Bloomberg experience preferred.  Knowledge of Treasury products, risk management, and regulatory compliance essential. No direct reports."
3111,"Unit Trust Dealer needed.  Requires FCA regulation knowledge, strong analytical & communication skills,  proficiency in Microsoft Office (especially Excel), and problem-solving abilities. Relevant experience preferred."
3112,"Senior Dealer needed in Cyprus.  Requires 2-3 years' experience, advanced CYSEC certificate, MT4 administration skills, and strong analytical abilities.  Responsibilities include trade management, incident resolution, reporting, and regulatory compliance."
3113,"Experienced live gaming dealer needed.  Must have numerical skills, excellent customer service, and teamwork abilities.  Shift work required, including weekends and holidays. Gaming experience a plus."
3114,"Junior Dealer needed with 1+ years' experience in trade management,  system incident resolution, and reporting.  Requires strong analytical, communication, and problem-solving skills.  MT4 experience and CYSEC certification preferred."
3115,"Experienced live gaming dealer needed.  Must have numerical skills, strong customer service, and teamwork abilities.  Shift work required, including weekends and holidays.  Gaming experience a plus."
3116,"Financial markets dealer needed.  Executes FX/futures/commodities/stock transactions, provides customer/technical support, maintains company systems, and analyzes reports. Requires BA in Economics/Finance, CySEC certification (advantage), English fluency, and Excel skills."
3117,"Dealer needed with 6+ months gaming experience and PFL.  Must be a team player with numerical skills, able to work various shifts, and provide excellent customer service in a casino environment."
3118,"Experienced casino dealer needed.  Must be numerically adept, possess excellent customer service skills, and work various shifts.  Gaming experience preferred.  Responsibilities include dealing games, assisting customers, and collaborating with the team."
3119,"Experienced dealer needed for casino.  Must have 6+ months gaming experience, PFL, strong numerical skills, and excellent customer service.  Shift work required, including weekends and holidays."
